Date,Open,High,Low,Close,Volume,Adj Close
2009-08-06,58.15,58.69,56.80,58.43,228000,57.16
2009-08-05,56.99,58.94,56.66,57.01,349700,55.77
2009-08-04,56.60,59.80,56.05,56.63,366900,55.40
2009-08-03,54.89,56.95,54.72,56.63,303600,55.40
2009-07-31,54.79,55.22,54.17,54.99,262800,53.79
2009-07-30,54.81,55.00,52.21,54.63,473000,53.44
2009-07-29,54.68,55.75,54.10,54.70,228900,53.51
2009-07-28,55.90,56.80,53.25,55.00,666100,53.80
2009-07-27,56.50,56.50,53.42,56.40,589400,55.17
2009-07-24,54.00,56.98,53.45,56.95,917300,55.71
2009-07-23,54.35,57.32,52.80,53.50,1274900,52.33
2009-07-22,53.90,53.97,52.30,53.65,286700,52.48
2009-07-21,53.25,54.44,52.69,53.70,386900,52.53
2009-07-20,55.97,55.97,51.90,52.68,677300,51.53
2009-07-17,57.85,57.85,55.99,56.35,351700,55.12
2009-07-16,58.05,58.48,56.20,57.99,580300,56.73
2009-07-15,56.40,58.09,55.52,58.02,462700,56.76
2009-07-14,53.55,56.68,53.55,55.89,724200,54.67
2009-07-13,51.48,53.47,51.22,53.20,265000,52.04
2009-07-10,50.86,51.70,50.30,50.80,224500,49.69
2009-07-09,49.10,51.00,49.10,51.00,238200,49.89
2009-07-08,49.40,49.79,47.68,49.10,302100,48.03
2009-07-07,50.00,50.00,48.80,49.30,155900,48.23
2009-07-06,50.20,50.20,49.10,50.09,86800,49.00
2009-07-03,50.50,50.93,49.42,49.70,135600,48.62
2009-07-02,49.99,50.70,49.31,50.04,291500,48.95
2009-07-01,50.88,51.50,48.37,49.14,269300,48.07
2009-06-30,48.52,50.55,48.50,49.76,543500,48.68
2009-06-29,47.95,48.19,46.86,48.19,353800,47.14
2009-06-26,48.00,49.00,46.40,47.69,278400,46.65
2009-06-25,47.50,48.75,47.09,48.10,241000,47.05
2009-06-24,47.05,48.05,45.90,47.50,368500,46.46
2009-06-23,46.89,48.38,46.72,47.59,117600,46.55
2009-06-22,47.59,48.59,46.42,46.58,164100,45.57
2009-06-19,48.50,49.03,46.81,47.77,184500,46.73
2009-06-18,46.61,48.24,46.21,47.95,272300,46.91
2009-06-17,48.63,48.98,45.55,46.58,346100,45.57
2009-06-16,50.88,50.99,48.20,48.42,361500,47.36
2009-06-15,52.53,52.53,49.98,50.79,152300,49.68
2009-06-12,52.62,53.36,51.70,52.25,146100,51.11
2009-06-11,53.10,53.57,51.73,52.50,223800,51.36
2009-06-10,53.10,53.78,52.37,52.89,163200,51.74
2009-06-09,52.92,54.00,52.23,52.50,196300,51.36
2009-06-08,53.50,54.66,52.63,53.10,192000,51.94
2009-06-05,52.00,54.50,51.93,53.70,417000,52.53
2009-06-04,49.76,52.50,48.36,52.31,211200,51.17
