st_gender,st_spg,st_mmog,st_age,st_immig,st_belong,st_repeat,pa_books,pa_educ,pa_escs,W_FSTUWT,math_score,scie_score,read_score,good_math,good_scie,good_read,bad_math,bad_scie,bad_read
Female,Almost every day,Once or twice a month,16.08,Native,.6897,0,201-500 books,18,1.4675,106.2365,611.6803,617.50177,583.06421,1,1,0,0,0,0
Female,Once or twice a week,Never or hardly ever,16.25,Native,1.5611,0,101-200 books,13,-.173,106.2365,566.53333,549.7442,573.80121,0,0,0,0,0,0
Male,Never or hardly ever,Once or twice a week,15.92,Native,.1985,0,More than 500 books,18,1.4117,115.2088,612.12653,595.4173,567.9245,1,0,0,0,0,0
Male,Once or twice a month,Never or hardly ever,16,Native,.9357,0,101-200 books,18,1.1844,115.2088,639.81488,688.59149,652.84192,1,1,1,0,0,0
Male,Never or hardly ever,Never or hardly ever,16,Native,.6642,0,201-500 books,18,1.3315,115.2088,578.27759,515.11462,575.51648,0,0,0,0,0,0
Male,Once or twice a month,Almost every day,16,Native,-1.4086,0,201-500 books,18,.9358,115.2088,539.79498,518.15948,511.54941,0,0,0,0,0,0
Male,Once or twice a month,Once or twice a week,16.17,Native,.9357,0,201-500 books,13,-.1364,115.2088,617.50269,593.9436,593.89362,1,0,0,0,0,0
Male,Once or twice a week,Once or twice a week,16.25,Native,.9357,0,201-500 books,18,1.536,115.2088,613.26532,628.25177,614.6488,1,1,1,0,0,0
Male,Almost every day,Almost every day,15.75,Native,-1.0231,0,26-100 books,10,-.717,115.2088,503.83829,376.98239,428.4838,0,0,0,0,1,1
Male,Once or twice a week,Every day,15.42,Native,.3171,0,101-200 books,10,-.3514,117.6301,551.18518,524.93347,491.34839,0,0,0,0,0,0
Male,Once or twice a week,Once or twice a week,15.42,Native,.6642,0,101-200 books,18,1.4833,117.6301,638.81512,692.13428,661.44598,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.83,Native,-.0621,0,26-100 books,13,.5452,102.9035,594.13519,596.5528,583.9032,0,0,0,0,0,0
Female,Once or twice a month,Never or hardly ever,15.42,Native,.6241,0,201-500 books,15,.7654,102.9035,666.58667,664.03259,663.08051,1,1,1,0,0,0
Male,Once or twice a week,Every day,15.75,Native,1.398,0,11-25 books,18,1.2007,98.09802000000001,633.1601,699.38788,706.4574,1,1,1,0,0,0
Male,Never or hardly ever,Every day,15.83,Native,1.0269,0,11-25 books,15,-.0409,98.09802000000001,556.51569,554.51422,569.54932,0,0,0,0,0,0
Male,Almost every day,Almost every day,15.42,Native,.2947,0,101-200 books,18,1.1716,98.09802000000001,627.4433,641.51233,602.21552,1,1,1,0,0,0
Male,Almost every day,Never or hardly ever,15.83,Native,.3196,0,201-500 books,18,1.2711,98.09802000000001,559.29999,518.24353,472.6088,0,0,0,0,0,0
Female,Once or twice a week,Never or hardly ever,16.17,Native,.412,0,101-200 books,10,-.1334,98.09802000000001,567.10028,607.95502,655.89478,0,1,1,0,0,0
Female,Once or twice a month,Never or hardly ever,16,Second-Generation,1.398,0,11-25 books,10,-1.2695,98.09802000000001,544.45721,548.39331,634.82452,0,0,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.17,Native,-.707,0,101-200 books,13,.8147,98.09802000000001,696.87323,689.0589,706.10797,1,1,1,0,0,0
Female,Every day,Never or hardly ever,16.08,First-Generation,.6642,0,201-500 books,13,.0555,98.09802000000001,612.57068,652.67828,647.92047,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.33,Native,1.5611,0,201-500 books,18,1.2078,98.09802000000001,629.33289,625.09839,650.78741,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16,Native,-1.3879,0,101-200 books,15,.1714,98.09802000000001,607.11829,634.17963,658.93091,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.75,Native,-.7559,0,26-100 books,13,-.0268,98.09802000000001,553.96411,590.7533,659.46997,0,0,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.67,Native,-.9281,0,201-500 books,13,-.2819,98.09802000000001,624.05792,689.20319,703.01868,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.67,Second-Generation,.2947,0,201-500 books,13,.5492,98.09802000000001,494.9711,474.73199,550.6651,0,0,0,0,0,0
Male,Once or twice a month,Every day,16.08,Native,.4597,0,26-100 books,18,.6721,98.09802000000001,654.31348,735.66461,723.2572,1,1,1,0,0,0
Male,Every day,Every day,16,Native,.6454,0,More than 500 books,18,1.1171,98.09802000000001,666.11829,637.06738,613.33112,1,1,1,0,0,0
Male,Once or twice a week,Every day,15.83,Native,.1052,0,26-100 books,18,1.2582,98.09802000000001,718.91217,736.68958,667.49377,1,1,1,0,0,0
Male,Once or twice a week,Once or twice a week,15.83,Native,.6642,0,0-10 books,10,-.7373,98.09802000000001,660.77002,652.60052,596.77429,1,1,0,0,0,0
Male,Almost every day,Every day,16,Native,.0575,0,201-500 books,10,-.8608,98.09802000000001,549.77472,545.79449,612.9953,0,0,1,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.92,Native,.9646,0,11-25 books,10,-.1245,98.09802000000001,593.56122,586.87671,626.60968,0,0,1,0,0,0
Male,Once or twice a month,Every day,16,Native,2.5915,0,11-25 books,10,-.516,98.09802000000001,625.3382,631.72583,676.57727,1,1,1,0,0,0
Female,Once or twice a week,Once or twice a month,15.5,First-Generation,-.0296,0,26-100 books,18,.1235,102.9035,456.2778,438.2403,512.6676,0,0,0,0,1,0
Female,Once or twice a week,Never or hardly ever,15.5,Second-Generation,.2633,0,More than 500 books,13,-.4275,102.9035,554.49683,571.29181,635.24127,0,0,1,0,0,0
Female,Once or twice a month,Never or hardly ever,15.5,Native,.6642,0,101-200 books,10,-1.0001,69.33812,598.17218,621.38641,638.69818,0,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.58,Second-Generation,.0048,0,26-100 books,18,.0572,69.33812,529.8512,545.81543,588.37677,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.42,Native,.6642,0,26-100 books,13,-.2672,69.33812,536.87439,509.2114,537.36072,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.08,Native,.0698,0,More than 500 books,18,1.6942,80.24318,637.92621,601.27911,578.44153,1,1,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.17,Native,.3311,0,201-500 books,18,1.5888,80.24318,624.19928,656.09222,627.02502,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.17,Native,.2947,0,201-500 books,15,.673,80.24318,627.48077,633.37549,620.71558,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.08,Native,.9646,0,More than 500 books,18,1.6462,80.24318,629.14539,689.29291,676.57257,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.83,Native,-.9281,0,More than 500 books,18,1.5693,80.24318,533.02789,588.93811,610.83698,0,0,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.08,Native,2.5915,0,More than 500 books,18,1.7736,80.24318,600.54968,624.30487,601.36542,1,1,1,0,0,0
Male,Once or twice a month,Every day,16.17,Native,1.5611,0,101-200 books,13,.348,72.58152,639.92682,660.35968,627.06818,1,1,1,0,0,0
Male,Never or hardly ever,Never or hardly ever,16.33,Native,-.0401,0,More than 500 books,18,1.5026,72.58152,614.15662,607.67078,574.46613,1,1,0,0,0,0
Male,Once or twice a month,Once or twice a month,15.83,Native,.6241,0,26-100 books,13,-.6733,72.58152,594.06702,570.53693,571.51257,0,0,0,0,0,0
Male,Once or twice a month,Almost every day,15.58,First-Generation,-.0621,0,11-25 books,10,-.9407,72.58152,593.56171,599.99017,540.15479,0,0,0,0,0,0
Male,Once or twice a week,Never or hardly ever,16.08,Native,.6642,0,201-500 books,13,-.4408,72.58152,648.00879,641.05579,640.39429,1,1,1,0,0,0
Male,Never or hardly ever,Never or hardly ever,16.08,Native,1.5611,0,101-200 books,18,1.573,72.58152,608.47662,608.78101,598.03558,1,1,0,0,0,0
Male,Once or twice a week,Almost every day,15.75,Native,-.355,0,201-500 books,18,1.6383,72.58152,644.01221,669.89502,591.91718,1,1,0,0,0,0
Male,Every day,Every day,16.17,Native,.0901,0,201-500 books,18,1.7298,72.58152,596.44409,596.39838,552.67963,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.25,Native,.1434,0,201-500 books,18,1.5495,80.24318,575.83459,617.10712,672.8208,0,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.75,First-Generation,2.5915,0,201-500 books,13,.2464,69.33812,466.5029,448.54431,464.19958,0,0,0,0,1,0
Female,Never or hardly ever,Never or hardly ever,15.58,Native,-.3182,0,11-25 books,18,.9658,69.33812,607.64673,601.70349,551.99518,1,1,0,0,0,0
Male,Once or twice a week,Almost every day,15.5,Native,2.5915,0,More than 500 books,18,1.5696,69.33812,630.42401,595.00769,584.29169,1,0,0,0,0,0
Male,Once or twice a week,Once or twice a week,15.5,Native,2.5915,0,0-10 books,13,-.1273,69.33812,572.47668,589.59009,568.42688,0,0,0,0,0,0
Male,Almost every day,Never or hardly ever,15.83,Native,1.5043,0,201-500 books,18,.3701,129.1551,444.1918,493.96161,493.1441,0,0,0,1,0,0
Female,Once or twice a month,Never or hardly ever,15.75,Second-Generation,1.398,0,26-100 books,18,1.1056,111.3239,490.90869,502.39359,559.95508,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.75,Second-Generation,.2893,0,0-10 books,3,-2.8964,111.3239,414.13831,423.0835,465.1376,0,0,0,1,1,0
Female,Never or hardly ever,Never or hardly ever,16.17,Native,.1052,0,More than 500 books,13,-.0097,111.3239,543.94928,551.55859,536.0929,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.42,Second-Generation,-.1144,0,11-25 books,10,-1.4608,135.1976,486.21869,481.32159,502.14719,0,0,0,0,0,0
Male,Once or twice a week,Never or hardly ever,16.17,Native,-.5917,0,201-500 books,18,1.3225,129.1551,515.00818,533.66193,518.84338,0,0,0,0,0,0
Male,Once or twice a week,Almost every day,16.08,Native,-.3183,1,201-500 books,18,1.4887,129.1551,581.94897,614.94952,576.69202,0,1,0,0,0,0
Female,Once or twice a month,Never or hardly ever,15.58,Native,-.0324,0,101-200 books,15,.526,101.1159,553.47308,559.74109,522.97827,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.58,Native,.4315,0,101-200 books,13,-.3611,101.1159,449.60629,481.78281,504.0267,0,0,0,1,0,0
Female,Once or twice a month,Never or hardly ever,15.58,Native,-.3381,0,0-10 books,13,-.556,101.1159,531.48907,508.82129,476.4086,0,0,0,0,0,0
Female,Once or twice a month,Never or hardly ever,15.83,Native,-.7862,0,26-100 books,10,-1.0956,101.1159,482.53021,510.4451,496.7428,0,0,0,0,0,0
Male,Once or twice a week,Never or hardly ever,15.5,Native,.9646,0,0-10 books,13,-.8496,101.1159,535.22412,541.07202,527.45532,0,0,0,0,0,0
Male,Every day,Every day,15.5,Native,.9357,0,26-100 books,18,1.4285,101.1159,561.79071,566.08441,564.99811,0,0,0,0,0,0
Male,Once or twice a month,Once or twice a week,16.17,Native,.2947,1,26-100 books,13,-.21,101.1159,555.97198,539.49078,529.76361,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.75,Native,.9357,0,101-200 books,18,.0343,101.1159,466.64429,454.3493,453.6412,0,0,0,0,0,0
Male,Once or twice a week,Almost every day,15.67,Native,1.0594,0,11-25 books,10,.0063,101.1159,464.29129,414.76849,402.31891,0,0,0,0,1,1
Male,Every day,Once or twice a month,15.83,Native,-.378,0,0-10 books,10,-1.0412,101.1159,370.42291,347.96301,332.72711,0,0,0,1,1,1
Male,Never or hardly ever,Every day,15.67,Native,.3171,0,26-100 books,18,1.3761,101.1159,426.6391,433.5289,393.95691,0,0,0,1,1,1
Female,Never or hardly ever,Never or hardly ever,15.92,Second-Generation,-.3943,0,11-25 books,3,-2.4556,101.1159,484.845,495.27509,561.82428,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.83,Native,.3171,0,26-100 books,18,.1482,101.1159,505.2435,520.55499,534.9743,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16,Native,.6051,0,26-100 books,15,.1492,101.1159,483.96271,501.1987,524.72791,0,0,0,0,0,0
Male,Once or twice a week,Almost every day,15.92,Native,-2.032,0,201-500 books,18,1.2895,120.0683,547.40863,564.54639,541.4754,0,0,0,0,0,0
Male,Once or twice a week,Once or twice a week,16.25,Native,-.6239,0,More than 500 books,18,1.3024,120.0683,615.16089,625.29053,582.27722,1,1,0,0,0,0
Male,Once or twice a week,Once or twice a week,16.08,Native,.6642,0,101-200 books,10,-.2798,120.0683,594.80981,592.12262,567.70398,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.5,Native,2.5915,0,26-100 books,18,1.2754,101.1159,440.3822,411.84821,451.30771,0,0,0,1,1,0
Male,Once or twice a week,Never or hardly ever,15.83,Native,-.5064,0,11-25 books,13,-.7006,201.0817,455.314,438.50931,438.7074,0,0,0,0,1,1
Male,Never or hardly ever,Never or hardly ever,16,Native,.3171,0,26-100 books,10,-1.1226,201.0817,537.18878,455.25491,460.90921,0,0,0,0,0,0
Male,Never or hardly ever,Every day,16.17,Native,.6642,0,0-10 books,13,-.9117,201.0817,425.24249,440.94809,398.66821,0,0,0,1,1,1
Male,Almost every day,Almost every day,16.17,Native,.0346,0,26-100 books,13,-.7036,201.0817,529.95941,475.914,461.27551,0,0,0,0,0,0
Male,Almost every day,Every day,15.83,Native,.2198,0,0-10 books,13,-.6804,201.0817,549.49182,529.94958,521.02911,0,0,0,0,0,0
Female,Once or twice a month,Never or hardly ever,15.5,Native,.9646,0,201-500 books,18,1.3226,118.9206,685.08319,734.00677,688.1933,1,1,1,0,0,0
Female,Once or twice a month,Never or hardly ever,16.17,Second-Generation,.2774,1,11-25 books,3,-1.8794,118.9206,461.11621,466.8783,538.58691,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.42,Native,.6642,0,101-200 books,10,-.0802,118.9206,534.25409,548.85193,571.9035,0,0,0,0,0,0
Male,Once or twice a week,Almost every day,15.67,Native,2.5915,0,101-200 books,10,-.6194,118.131,574.4209,581.10468,555.1026,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.75,Native,-.6981000000000001,0,201-500 books,18,1.2357,118.131,613.75983,712.34583,610.61609,1,1,1,0,0,0
Male,Once or twice a week,Never or hardly ever,15.67,Native,1.5611,0,101-200 books,18,.9517,118.131,587.32178,587.41492,584.06427,0,0,0,0,0,0
Male,Once or twice a week,Almost every day,15.5,Native,.7244,0,101-200 books,13,.5053,118.131,550.54413,556.71161,532.93927,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.75,Native,.5125,0,201-500 books,18,1.459,117.8716,588.53088,645.99542,634.58661,0,1,1,0,0,0
Female,Once or twice a week,Never or hardly ever,15.5,Native,1.2799,0,201-500 books,18,1.284,117.8716,564.42181,613.05872,620.75891,0,1,1,0,0,0
Female,Almost every day,Every day,16.08,Native,.1643,0,More than 500 books,13,.9377,117.8716,562.61023,561.521,560.69739,0,0,0,0,0,0
Female,Once or twice a week,Every day,15.83,Native,-1.2987,0,More than 500 books,18,2.4916,117.8716,605.13202,646.78308,634.88,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16,Native,.3171,0,26-100 books,18,.8366,117.8716,553.77289,571.11212,573.59259,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.25,Native,.3171,0,201-500 books,13,.6667999999999999,117.8716,627.95007,662.14313,621.7533,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.08,Native,.2947,0,201-500 books,18,1.5754,117.8716,605.67572,643.91138,647.51941,1,1,1,0,0,0
Male,Once or twice a week,Almost every day,15.83,Native,-.9161,0,201-500 books,18,.8593,112.0301,599.01648,630.86438,588.6203,0,1,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.58,Native,.2947,0,More than 500 books,18,1.3767,112.0301,652.51471,703.25952,602.3385,1,1,1,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.67,Native,-1.4086,0,26-100 books,18,1.5757,112.0301,553.5675,567.79602,519.09637,0,0,0,0,0,0
Male,Once or twice a month,Once or twice a month,16.17,Native,.3171,0,26-100 books,13,-.4495,112.0301,552.40253,545.91522,537.16248,0,0,0,0,0,0
Male,Once or twice a month,Once or twice a month,15.92,Native,.1643,0,More than 500 books,15,.5806,112.0301,626.47247,690.51312,621.58533,1,1,1,0,0,0
Male,Every day,Every day,15.67,Second-Generation,.9646,0,201-500 books,13,.1606,112.0301,671.63171,724.4577,677.28778,1,1,1,0,0,0
Male,Almost every day,Once or twice a month,16.08,Native,.3171,0,201-500 books,18,1.6086,112.0301,625.0603,617.79828,621.74072,1,1,1,0,0,0
Male,Every day,Every day,16.17,Native,.7701,0,More than 500 books,13,.3086,112.0301,575.12622,574.44952,558.74738,0,0,0,0,0,0
Male,Once or twice a week,Almost every day,15.5,Native,.9646,0,101-200 books,10,-1.0312,118.131,588.92651,623.96112,594.56641,0,1,0,0,0,0
Female,Every day,Once or twice a week,15.67,Second-Generation,-.6889999999999999,0,26-100 books,18,.7107,115.1804,513.42609,509.45569,559.5058,0,0,0,0,0,0
Female,Once or twice a month,Never or hardly ever,15.58,Native,-.6239,0,201-500 books,18,1.404,115.1804,520.56183,555.99451,552.1413,0,0,0,0,0,0
Male,Every day,Every day,15.75,Native,1.398,0,More than 500 books,18,1.1462,121.1329,579.02142,611.6499,544.51898,0,1,0,0,0,0
Male,Once or twice a week,Almost every day,15.5,Native,.9646,0,26-100 books,10,-1.2904,121.1329,625.45941,621.0412,605.72058,1,1,1,0,0,0
Male,Almost every day,Never or hardly ever,15.5,Native,2.5915,0,26-100 books,13,-.1584,121.1329,614.06738,658.81451,621.93878,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.17,Native,.045,0,11-25 books,13,-.6323,109.1372,559.27521,592.7522,629.0202,0,0,1,0,0,0
Female,Never or hardly ever,Once or twice a month,16.08,Native,.2493,0,26-100 books,13,.1037,109.1372,564.12842,576.59473,560.1059,0,0,0,0,0,0
Female,Once or twice a week,Never or hardly ever,16.08,First-Generation,-1.1284,0,26-100 books,18,.9785,109.1372,554.33313,549.04108,515.75781,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16,Native,.6642,0,201-500 books,15,-.243,109.1372,573.63202,624.11749,646.01978,0,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16,Native,-.3381,0,26-100 books,13,.1138,109.1372,566.19061,558.8324,567.79022,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.17,Native,1.398,0,26-100 books,18,.5883,109.1372,482.02081,486.48059,543.63672,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.67,Native,.7246,0,More than 500 books,18,1.7553,109.1372,676.36853,693.8316,702.97699,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.83,Native,1.0269,0,26-100 books,15,-.0389,109.1372,558.99988,569.48969,611.27472,0,0,1,0,0,0
Female,Once or twice a month,Never or hardly ever,15.92,Native,.6642,0,101-200 books,13,-.3156,109.1372,530.6369,553.17438,575.09998,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16,Native,.0573,0,More than 500 books,18,1.2192,109.1372,536.1759,577.34949,591.56769,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.92,Native,.6642,0,201-500 books,15,.9458,109.1372,604.66528,627.20508,628.62329,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.83,Native,.0048,0,201-500 books,10,-.5669999999999999,109.1372,644.56403,678.68671,674.36023,1,1,1,0,0,0
Male,Never or hardly ever,Never or hardly ever,16.08,Native,.9357,0,101-200 books,10,-.3991,109.1372,639.74597,639.85059,632.14789,1,1,1,0,0,0
Male,Once or twice a week,Once or twice a month,16.33,Native,2.5915,0,26-100 books,10,-.0918,109.1372,573.76459,555.14893,542.94067,0,0,0,0,0,0
Male,Once or twice a month,Once or twice a month,16.33,Native,.1643,0,26-100 books,13,-.0757,109.1372,525.53699,578.83521,571.23151,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,16.33,Native,.3171,0,11-25 books,13,-.0037,109.1372,634.91919,609.0694,588.7558,1,1,0,0,0,0
Male,Once or twice a week,Once or twice a week,16.08,Native,-2.3396,0,26-100 books,13,-.1107,109.1372,569.32782,567.87091,570.10052,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,16.25,Native,1.5043,0,101-200 books,13,.0235,109.1372,633.76721,651.98578,608.27112,1,1,1,0,0,0
Male,Almost every day,Almost every day,15.92,Native,.9357,0,101-200 books,15,.6267,109.1372,626.56549,604.53223,589.34149,1,1,0,0,0,0
Male,Almost every day,Almost every day,16.33,Native,.412,0,201-500 books,18,1.6726,109.1372,690.25159,734.30542,666.51147,1,1,1,0,0,0
Male,Once or twice a month,Never or hardly ever,15.5,Native,.1674,0,More than 500 books,15,.7761,121.1329,608.85089,649.00269,657.9472,1,1,1,0,0,0
Male,Once or twice a week,Almost every day,15.67,Native,.9357,0,101-200 books,18,1.1719,121.1329,521.612,524.7746,502.2674,0,0,0,0,0,0
Male,Never or hardly ever,Once or twice a week,15.75,Native,.6642,0,201-500 books,15,.4287,121.1329,626.74042,646.19153,573.98199,1,1,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.25,Native,.3171,0,26-100 books,10,-.5606,161.2184,426.17041,398.88971,451.5643,0,0,0,1,1,0
Male,Never or hardly ever,Never or hardly ever,15.92,Native,-.1515,0,11-25 books,15,-.4751,133.946,492.7504,466.7742,497.16449,0,0,0,0,0,0
Female,Once or twice a month,Once or twice a month,15.58,Native,-1.0036,1,11-25 books,13,.0593,110.4,455.4794,495.60101,502.62271,0,0,0,0,0,0
Male,Once or twice a week,Almost every day,15.83,Native,-1.0958,1,0-10 books,18,-.1256,109.7876,378.48541,346.36819,370.71179,0,0,0,1,1,1
Female,Once or twice a week,Once or twice a month,16.25,Native,.0248,1,26-100 books,13,-.383,110.4,519.84277,566.42181,573.32751,0,0,0,0,0,0
Female,Once or twice a week,Once or twice a week,16,Native,1.398,1,0-10 books,13,-1.0233,110.4,451.97,372.4231,419.95831,0,0,0,0,1,1
Female,Never or hardly ever,Never or hardly ever,15.42,Native,-.4015,0,101-200 books,13,-.4672,110.4,524.00403,572.86829,612.10248,0,0,1,0,0,0
Female,Never or hardly ever,Once or twice a week,15.42,Second-Generation,.7934,0,11-25 books,10,-1.4943,110.4,490.58951,466.0618,535.909,0,0,0,0,0,0
Female,Almost every day,Once or twice a month,15.67,Native,.2947,1,101-200 books,18,1.1183,110.4,399.49219,441.7666,435.10709,0,0,0,1,1,1
Male,Once or twice a week,Never or hardly ever,15.67,Native,-1.8419,0,26-100 books,18,.9943,109.7876,485.20389,544.17889,536.58319,0,0,0,0,0,0
Male,Once or twice a month,Almost every day,15.75,Native,.4801,0,11-25 books,10,-1.1327,109.7876,521.49341,454.95129,453.0419,0,0,0,0,0,0
Male,Once or twice a week,Every day,15.92,Native,.6642,0,11-25 books,18,.2238,109.7876,451.96841,421.67639,469.7482,0,0,0,0,1,0
Male,Once or twice a week,Almost every day,15.92,Second-Generation,.3645,0,26-100 books,15,-.2676,109.7876,480.5491,505.7551,479.63589,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.17,Native,-1.2158,0,26-100 books,18,.6061,113.8474,517.19928,523.82349,529.68439,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.83,Native,1.0269,0,101-200 books,18,.8435,113.8474,467.49661,496.6554,518.04608,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.17,Native,-.0621,0,201-500 books,18,1.2966,113.8474,547.13263,526.97137,577.24158,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.92,Native,.9357,0,26-100 books,18,1.3185,113.8474,516.79883,577.35608,594.24268,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,16,Native,-.1515,0,101-200 books,10,-1.169,102.9399,518.17499,495.15799,534.08087,0,0,0,0,0,0
Male,Never or hardly ever,Once or twice a week,15.92,Second-Generation,2.5915,0,26-100 books,10,-.908,102.9399,411.55621,376.5416,358.54568,0,0,0,1,1,1
Male,Never or hardly ever,Once or twice a week,16.25,Native,-.6239,0,11-25 books,10,-.7158,102.9399,516.74811,542.42627,548.28632,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,16.25,Native,1.398,0,11-25 books,10,-1.6519,102.9399,384.62711,299.26682,335.27979,0,0,0,1,1,1
Female,Never or hardly ever,Never or hardly ever,15.92,Native,-.3381,0,201-500 books,18,.4602,110.4,406.59241,389.17029,436.4129,0,0,0,1,1,1
Female,Once or twice a month,Never or hardly ever,16,Native,-.6981000000000001,0,201-500 books,18,-.0719,110.4,464.89651,482.53479,521.50677,0,0,0,0,0,0
Female,Once or twice a week,Once or twice a month,15.67,Native,-.2387,0,201-500 books,13,.0161,110.4,458.09979,468.242,498.46979,0,0,0,0,0,0
Male,Every day,Every day,15.42,Native,.9357,0,More than 500 books,13,.7359,109.7876,446.06619,445.6351,462.3381,0,0,0,1,1,0
Female,Never or hardly ever,Never or hardly ever,16,Native,-.6674,0,201-500 books,10,-1.3231,81.45197,528.00818,566.66858,597.24591,0,0,0,0,0,0
Female,Once or twice a week,Never or hardly ever,16,Second-Generation,-.9921,1,101-200 books,18,.0881,81.45197,523.93591,500.64291,521.3916,0,0,0,0,0,0
Male,Every day,Every day,15.42,Native,.88,0,0-10 books,10,-1.3723,89.53642000000001,480.68991,492.76761,488.40479,0,0,0,0,0,0
Male,Never or hardly ever,Every day,15.42,Second-Generation,.7246,0,11-25 books,13,-.3926,89.53642000000001,475.74271,452.35751,486.64191,0,0,0,0,0,0
Male,Every day,Almost every day,15.5,Native,.9646,0,26-100 books,10,-.5606,89.53642000000001,439.65329,478.31061,495.40881,0,0,0,1,0,0
Female,Never or hardly ever,Never or hardly ever,16.17,Native,.1643,0,More than 500 books,18,1.09,78.78901,601.13641,606.09802,604.67188,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.25,Native,.6642,0,201-500 books,15,1.6539,78.78901,476.01929,492.323,492.48639,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.25,Native,1.5611,0,101-200 books,13,-.3695,78.78901,496.9465,491.94229,526.66718,0,0,0,0,0,0
Female,Once or twice a week,Almost every day,16.08,Native,-1.2383,0,201-500 books,10,-.3766,78.78901,524.50647,494.31949,552.15863,0,0,0,0,0,0
Male,Once or twice a month,Almost every day,16.17,Native,.3171,0,201-500 books,18,1.5081,72.47837,543.4798,560.80682,522.9834,0,0,0,0,0,0
Male,Once or twice a week,Every day,16.17,Native,.9357,0,More than 500 books,13,.527,72.47837,583.47839,593.96222,587.34949,0,0,0,0,0,0
Male,Almost every day,Almost every day,16,Native,.6642,0,11-25 books,10,-.371,72.47837,531.84351,495.3006,525.41272,0,0,0,0,0,0
Female,Once or twice a week,Once or twice a month,16,Second-Generation,-.1985,1,101-200 books,18,1.0758,110.8015,390.34311,404.9469,403.15131,0,0,0,1,1,1
Female,Never or hardly ever,Never or hardly ever,15.42,Native,.4597,1,26-100 books,10,-1.1456,110.8015,424.3764,381.53839,450.02969,0,0,0,1,1,0
Female,Never or hardly ever,Never or hardly ever,15.33,Second-Generation,-.3381,0,101-200 books,18,1.1563,110.8015,445.34009,439.7406,453.5603,0,0,0,1,1,0
