date,goldprice,oilprice,dow
20mar2007,659.9,60.28,2
21mar2007,658.45,60.72,3
22mar2007,664.5700000000001,62.34,4
23mar2007,657.88,63.42,5
24mar2007,657.88,63.42,6
25mar2007,657.88,63.42,0
26mar2007,662.0700000000001,64.48,1
27mar2007,663.95,64.28,2
28mar2007,666.85,66.17,3
29mar2007,660.15,67.09999999999999,4
30mar2007,663.85,68.5,5
31mar2007,663.85,68.5,6
01apr2007,663.85,68.5,0
02apr2007,658.8,68.90000000000001,1
03apr2007,666.4,67.95,2
04apr2007,673.67,68.09,3
05apr2007,675.5,68.08,4
06apr2007,675.5,68.08,5
07apr2007,675.5,68.08,6
08apr2007,675.5,68.08,0
09apr2007,675.5,68.42,1
10apr2007,675.5,67.09999999999999,2
11apr2007,676.88,68.34999999999999,3
12apr2007,671.75,68.44,4
13apr2007,684.3,69.26000000000001,5
14apr2007,684.3,69.26000000000001,6
15apr2007,684.3,69.26000000000001,0
16apr2007,686.75,67.51000000000001,1
17apr2007,688.05,66.89,2
18apr2007,689.65,65.31,3
19apr2007,682.75,66.13,4
20apr2007,692.05,66.34,5
21apr2007,692.05,66.34,6
22apr2007,692.05,66.34,0
23apr2007,689.95,67.3,1
24apr2007,685.75,68.08,2
25apr2007,685,67.93000000000001,3
26apr2007,674.8,68,4
27apr2007,677.2,67.56999999999999,5
28apr2007,677.2,67.56999999999999,6
29apr2007,677.2,67.56999999999999,0
30apr2007,680.75,67.77,1
01may2007,673.85,68.20999999999999,2
02may2007,672.95,66.09,3
03may2007,675.25,65.48999999999999,4
04may2007,690.2,66.09,5
05may2007,690.2,66.09,6
06may2007,690.2,66.09,0
07may2007,690.2,63.8,1
08may2007,686.05,64.73999999999999,2
09may2007,683.4,64.53,3
10may2007,673.05,65.62,4
11may2007,672.35,66.23999999999999,5
12may2007,672.35,66.23999999999999,6
13may2007,672.35,66.23999999999999,0
14may2007,668.85,66.79000000000001,1
15may2007,672.55,67.34999999999999,2
16may2007,665.65,67.91,3
17may2007,661.55,69.25,4
18may2007,662.05,69.45,5
19may2007,662.05,69.45,6
20may2007,662.05,69.45,0
21may2007,661.8,69.75,1
22may2007,661.5,69.95,2
23may2007,663.45,70.54000000000001,3
24may2007,657,71.48999999999999,4
25may2007,655.3,70.2,5
26may2007,655.3,70.2,6
27may2007,655.3,70.2,0
28may2007,655.3,70.2,1
29may2007,657.9,68.92,2
30may2007,653.4,67.3,3
31may2007,662.05,67.59999999999999,4
01jun2007,668.35,68.22,5
02jun2007,668.35,68.22,6
03jun2007,668.35,68.22,0
04jun2007,673.15,70.29000000000001,1
05jun2007,671.8,70.62,2
06jun2007,666,70.95,3
07jun2007,668.5,71.73,4
08jun2007,646.9,70.22,5
09jun2007,646.9,70.22,6
10jun2007,646.9,70.22,0
11jun2007,652.5,69,1
12jun2007,648.45,69,2
13jun2007,651.8,69.68000000000001,3
14jun2007,651.4,71,4
15jun2007,654.05,71.58,5
16jun2007,654.05,71.58,6
17jun2007,654.05,71.58,0
18jun2007,656.7,72.13,1
19jun2007,657.35,71.97,2
20jun2007,656.35,70.31,3
21jun2007,652.15,71.18000000000001,4
22jun2007,653,71.44,5
23jun2007,653,71.44,6
24jun2007,653,71.44,0
25jun2007,650.95,70.3,1
26jun2007,644.5,70.44,2
27jun2007,642.45,70.84999999999999,3
28jun2007,649.65,70.97,4
29jun2007,650.45,71.12,5
30jun2007,650.45,71.12,6
01jul2007,650.45,71.12,0
02jul2007,656.85,71.34,1
03jul2007,653.1,72.73999999999999,2
04jul2007,654.9,73,3
05jul2007,649.5,74.13,4
06jul2007,652.7,75.79000000000001,5
07jul2007,652.7,75.79000000000001,6
08jul2007,652.7,75.79000000000001,0
09jul2007,661.85,76.22,1
10jul2007,664.35,76.33,2
11jul2007,660.8,75.83,3
12jul2007,668.5,76.95999999999999,4
13jul2007,665.9,77.27,5
14jul2007,665.9,77.27,6
15jul2007,665.9,77.27,0
16jul2007,665.9,77.52,1
17jul2007,666.2,77.09999999999999,2
18jul2007,672.4,77.36,3
19jul2007,675.3,77.63,4
20jul2007,682.7,78.33,5
21jul2007,682.7,78.33,6
22jul2007,682.7,78.33,0
23jul2007,683,77.56999999999999,1
24jul2007,684.3,75.98999999999999,2
25jul2007,673.05,75.54000000000001,3
26jul2007,668.15,77.61,4
27jul2007,662.7,76.90000000000001,5
28jul2007,662.7,76.90000000000001,6
29jul2007,662.7,76.90000000000001,0
30jul2007,662.4,76.42,1
31jul2007,664.65,77.34999999999999,2
01aug2007,664.75,77.33,3
02aug2007,663.9,76.69,4
03aug2007,670.1,75.84,5
04aug2007,670.1,75.84,6
05aug2007,670.1,75.84,0
06aug2007,671.7,73.16,1
07aug2007,670.75,71.83,2
08aug2007,675.9,70.81999999999999,3
09aug2007,664.55,70.34,4
10aug2007,674.75,69.83,5
11aug2007,674.75,69.83,6
12aug2007,674.75,69.83,0
13aug2007,670.2,71.75,1
14aug2007,668.8,69.84999999999999,2
15aug2007,669.2,71.90000000000001,3
16aug2007,655.25,69.47,4
17aug2007,656.75,70.38,5
18aug2007,656.75,70.38,6
19aug2007,656.75,70.38,0
20aug2007,658.05,69.26000000000001,1
21aug2007,658,68.66,2
22aug2007,660.7,68.09999999999999,3
23aug2007,659.5,69.48,4
24aug2007,661.95,70.33,5
25aug2007,661.95,70.33,6
26aug2007,661.95,70.33,0
27aug2007,661.95,69.34999999999999,1
28aug2007,662.7,70.42,2
29aug2007,666.8,71.29000000000001,3
30aug2007,667.4,71.63,4
31aug2007,672.6,72.48999999999999,5
01sep2007,672.6,72.48999999999999,6
02sep2007,672.6,72.48999999999999,0
03sep2007,672.2,73.26000000000001,1
04sep2007,680.2,73.70999999999999,2
05sep2007,682.5,73.77,3
06sep2007,689.4,75.15000000000001,4
07sep2007,703.3,74.55,5
08sep2007,703.3,74.55,6
09sep2007,703.3,74.55,0
10sep2007,702.6,74.39,1
11sep2007,706,75.65000000000001,2
12sep2007,708.6,77,3
13sep2007,709,77.11,4
14sep2007,714.7,77.40000000000001,5
15sep2007,714.7,77.40000000000001,6
16sep2007,714.7,77.40000000000001,0
17sep2007,716.9,77.08,1
18sep2007,715.25,76.95,2
19sep2007,715.25,78.22,3
20sep2007,735.1,78.20999999999999,4
21sep2007,733.2,79.56999999999999,5
22sep2007,733.2,79.56999999999999,6
23sep2007,733.2,79.56999999999999,0
24sep2007,729.8,79,1
25sep2007,728.65,77.61,2
26sep2007,728.25,76.98999999999999,3
27sep2007,731.95,78.98,4
28sep2007,743.5,80.84,5
29sep2007,743.5,80.84,6
30sep2007,743.5,80.84,0
01oct2007,747.3,78.14,1
02oct2007,728.8,76.70999999999999,2
03oct2007,729.95,77.84999999999999,3
04oct2007,731.1,77.51000000000001,4
05oct2007,737,78.83,5
06oct2007,737,78.83,6
07oct2007,737,78.83,0
08oct2007,733.8,76.88,1
09oct2007,738.05,77.65000000000001,2
10oct2007,742.55,77.51000000000001,3
11oct2007,748.3,80.25,4
12oct2007,747.9,80.53,5
13oct2007,747.9,80.53,6
14oct2007,747.9,80.53,0
15oct2007,756.25,82.03,1
16oct2007,758.6,84.34,2
17oct2007,757.05,85.06,3
18oct2007,763.35,84.91,4
19oct2007,761.75,84.59999999999999,5
20oct2007,761.75,84.59999999999999,6
21oct2007,761.75,84.59999999999999,0
22oct2007,749.9,83.19,1
23oct2007,757,82.93000000000001,2
24oct2007,758.1,84.23999999999999,3
25oct2007,767.05,86.28,4
26oct2007,778.35,88.58,5
27oct2007,778.35,88.58,6
28oct2007,778.35,88.58,0
29oct2007,788.1,90.04000000000001,1
30oct2007,784.35,89.17,2
31oct2007,790.6,90.44,3
01nov2007,791.5,90.7,4
02nov2007,796.7,91.84999999999999,5
03nov2007,796.7,91.84999999999999,6
04nov2007,796.7,91.84999999999999,0
05nov2007,805.05,91.94,1
06nov2007,823.3,93.81999999999999,2
07nov2007,837.8,94.37,3
08nov2007,845,94.63,4
09nov2007,831.6,93.06,5
10nov2007,831.6,93.06,6
11nov2007,831.6,93.06,0
12nov2007,805,91.51000000000001,1
13nov2007,799.6,89.06,2
14nov2007,808.4,90.66,3
15nov2007,793.5,90.3,4
16nov2007,790.1,92.08,5
17nov2007,790.1,92.08,6
18nov2007,790.1,92.08,0
19nov2007,776.5,92.25,1
20nov2007,793.25,94.88,2
21nov2007,798.2,95.58,3
22nov2007,803.1,95.31999999999999,4
23nov2007,816.4,96.05,5
24nov2007,816.4,96.05,6
25nov2007,816.4,96.05,0
26nov2007,823.95,95.61,1
27nov2007,812.75,93.95,2
28nov2007,797.7,91.67,3
29nov2007,799.15,92.14,4
30nov2007,782.65,88.66,5
01dec2007,782.65,88.66,6
02dec2007,782.65,88.66,0
03dec2007,787.55,88.16,1
04dec2007,798.95,89.8,2
05dec2007,795.45,90.66,3
06dec2007,799.55,89.13,4
07dec2007,797.25,89.01000000000001,5
08dec2007,797.25,89.01000000000001,6
09dec2007,797.25,89.01000000000001,0
10dec2007,809.5,88.76000000000001,1
11dec2007,808.65,88.55,2
12dec2007,812.05,92.2,3
13dec2007,795.95,93.09,4
14dec2007,790.65,92.45999999999999,5
15dec2007,790.65,92.45999999999999,6
16dec2007,790.65,92.45999999999999,0
17dec2007,794.15,90.66,1
18dec2007,801.1,90.94,2
19dec2007,803.25,91.31,3
20dec2007,796.15,91.55,4
21dec2007,811.15,91.62,5
22dec2007,811.15,91.62,6
23dec2007,811.15,91.62,0
24dec2007,811.15,92.14,1
25dec2007,811.15,92.14,2
26dec2007,811.15,94.40000000000001,3
27dec2007,829.4,95.48999999999999,4
28dec2007,836.65,96.02,5
29dec2007,836.65,96.02,6
30dec2007,836.65,96.02,0
31dec2007,836.15,93.81999999999999,1
01jan2008,836.15,93.81999999999999,2
02jan2008,856.35,97.12,3
03jan2008,861.95,98.45,4
04jan2008,857.95,97.03,5
05jan2008,857.95,97.03,6
06jan2008,857.95,97.03,0
07jan2008,859,94.43000000000001,1
08jan2008,874.55,96.28,2
09jan2008,880.3,96.61,3
10jan2008,882.25,92.70999999999999,4
11jan2008,896.15,91.61,5
12jan2008,896.15,91.61,6
13jan2008,896.15,91.61,0
14jan2008,908.15,92.90000000000001,1
15jan2008,909.75,91.15000000000001,2
16jan2008,874.55,88.8,3
17jan2008,886.7,89.12,4
18jan2008,882.45,89.73999999999999,5
19jan2008,882.45,89.73999999999999,6
20jan2008,882.45,89.73999999999999,0
21jan2008,882.45,87.94,1
22jan2008,892.6,88.06999999999999,2
23jan2008,888.9,87.45999999999999,3
24jan2008,905.85,87.56999999999999,4
25jan2008,912.45,90.95999999999999,5
26jan2008,912.45,90.95999999999999,6
27jan2008,912.45,90.95999999999999,0
28jan2008,923.95,90.83,1
29jan2008,926.75,92.20999999999999,2
30jan2008,921.45,92.20999999999999,3
31jan2008,923.05,91.09,4
01feb2008,910.45,90.95999999999999,5
02feb2008,910.45,90.95999999999999,6
03feb2008,910.45,90.95999999999999,0
04feb2008,896.3,90.63,1
05feb2008,890.45,89.13,2
06feb2008,904.55,88.12,3
07feb2008,905.25,87.84999999999999,4
08feb2008,919.35,90.87,5
09feb2008,919.35,90.87,6
10feb2008,919.35,90.87,0
11feb2008,920.8,94.01000000000001,1
12feb2008,915.75,93.67,2
13feb2008,903.15,93.2,3
14feb2008,911.55,95.23,4
15feb2008,908.45,96.01000000000001,5
16feb2008,908.45,96.01000000000001,6
17feb2008,908.45,96.01000000000001,0
18feb2008,903.4,95.03,1
19feb2008,927.95,96.73999999999999,2
20feb2008,924.95,97.77,3
21feb2008,950.95,97.91,4
22feb2008,943.65,96.43000000000001,5
23feb2008,943.65,96.43000000000001,6
24feb2008,943.65,96.43000000000001,0
25feb2008,934.85,97.76000000000001,1
26feb2008,942.95,98.76000000000001,2
27feb2008,956.6,98.56,3
28feb2008,966.55,99.73,4
29feb2008,970.77,100.8,5
01mar2008,970.77,100.8,6
02mar2008,970.77,100.8,0
03mar2008,981.35,101.8,1
04mar2008,965.55,98.03,2
05mar2008,984.05,100.63,3
06mar2008,983.15,102.68,4
07mar2008,975.85,103.76,5
08mar2008,975.85,103.76,6
09mar2008,975.85,103.76,0
10mar2008,968.75,104.28,1
11mar2008,974.9,105.49,2
12mar2008,979.85,106.26,3
13mar2008,993.35,107.39,4
14mar2008,999.35,107.37,5
15mar2008,999.35,107.37,6
16mar2008,999.35,107.37,0
17mar2008,1011.6,103.16,1
18mar2008,1004.85,105.23,2
19mar2008,943.65,102.57,3
20mar2008,923.15,99.59999999999999,4
21mar2008,923.15,99.59999999999999,5
22mar2008,923.15,99.59999999999999,6
23mar2008,923.15,99.59999999999999,0
24mar2008,923.15,100.81,1
25mar2008,923.15,100.66,2
26mar2008,950.85,103.97,3
27mar2008,945.15,105.02,4
28mar2008,927.85,103.82,5
29mar2008,927.85,103.82,6
30mar2008,927.85,103.82,0
31mar2008,932.4,104.27,1
01apr2008,879.55,100.23,2
02apr2008,891.05,100.16,3
03apr2008,906.75,103.72,4
04apr2008,905.85,103.23,5
05apr2008,905.85,103.23,6
06apr2008,905.85,103.23,0
07apr2008,928.35,106.71,1
08apr2008,909.65,106.02,2
09apr2008,925.45,108.17,3
10apr2008,926.75,108.05,4
11apr2008,922.9,108.21,5
12apr2008,922.9,108.21,6
13apr2008,922.9,108.21,0
14apr2008,929.2,109.29,1
15apr2008,927.8,111.48,2
16apr2008,947.45,111.8,3
17apr2008,942.95,111.73,4
18apr2008,914.4,112.65,5
19apr2008,914.4,112.65,6
20apr2008,914.4,112.65,0
21apr2008,915,112.94,1
22apr2008,918.9,115.08,2
23apr2008,901.3,115.81,3
24apr2008,891.65,115.48,4
25apr2008,891.8,117.18,5
26apr2008,891.8,117.18,6
27apr2008,891.8,117.18,0
28apr2008,895.4,116.76,1
29apr2008,877.9,114.53,2
30apr2008,869.85,111.5,3
01may2008,850.15,109.17,4
02may2008,856.3,113.78,5
03may2008,856.3,113.78,6
04may2008,856.3,113.78,0
05may2008,856.3,117.48,1
06may2008,879.6,120.45,2
07may2008,867.75,120.55,3
08may2008,884.55,120.92,4
09may2008,876.3,123.81,5
10may2008,876.3,123.81,6
11may2008,876.3,123.81,0
12may2008,885.7,123.33,1
13may2008,868.5,123.23,2
14may2008,868.7,121.94,3
15may2008,886.8,123.63,4
16may2008,904.8,123.59,5
17may2008,904.8,123.59,6
18may2008,904.8,123.59,0
19may2008,903.6,123.03,1
20may2008,916.95,125.66,2
21may2008,927.05,129.25,3
22may2008,921.2,130.22,4
23may2008,926.65,130.41,5
24may2008,926.65,130.41,6
25may2008,926.65,130.41,0
26may2008,926.65,130.41,1
27may2008,909.7,128.93,2
28may2008,898.4,128.11,3
29may2008,883.5,129.39,4
30may2008,888.3,127.68,5
31may2008,888.3,127.68,6
01jun2008,888.3,127.68,0
02jun2008,896.7,128.32,1
03jun2008,881.5,125.88,2
04jun2008,880.6,122.18,3
05jun2008,870.9,122.64,4
06jun2008,896.7,133.69,5
07jun2008,896.7,133.69,6
08jun2008,896.7,133.69,0
09jun2008,899.2,135.16,1
10jun2008,871.75,135.22,2
11jun2008,880.1,134.15,3
12jun2008,861.8,131.96,4
13jun2008,865.15,134.05,5
14jun2008,865.15,134.05,6
15jun2008,865.15,134.05,0
16jun2008,887.6,135.59,1
17jun2008,881.2,132.98,2
18jun2008,889.95,131.26,3
19jun2008,904.3,132.36,4
20jun2008,905.6,134.31,5
21jun2008,905.6,134.31,6
22jun2008,905.6,134.31,0
23jun2008,880,135.47,1
24jun2008,890,135.53,2
25jun2008,879.3,131.55,3
26jun2008,913.4,136.89,4
27jun2008,925.55,139.39,5
28jun2008,925.55,139.39,6
29jun2008,925.55,139.39,0
30jun2008,922.6,139.39,1
01jul2008,942.9,141.37,2
02jul2008,939.7,142.17,3
03jul2008,938.5,144.07,4
04jul2008,932.5,143.61,5
05jul2008,932.5,143.61,6
06jul2008,932.5,143.61,0
07jul2008,922.2,140.55,1
08jul2008,914.9,135.81,2
09jul2008,926.15,136.21,3
10jul2008,941.45,138,4
11jul2008,963.8,145.61,5
12jul2008,963.8,145.61,6
13jul2008,963.8,145.61,0
14jul2008,967.95,143.57,1
15jul2008,986,137.54,2
16jul2008,961.6,134.05,3
17jul2008,971.9,134.75,4
18jul2008,957.2,130.18,5
19jul2008,957.2,130.18,6
20jul2008,957.2,130.18,0
21jul2008,963.9,129.52,1
22jul2008,957.8,126.74,2
23jul2008,927.4,126.34,3
24jul2008,920.8,124.97,4
25jul2008,921.65,124.34,5
26jul2008,921.65,124.34,6
27jul2008,921.65,124.34,0
28jul2008,930.8,125.39,1
29jul2008,918.2,121.99,2
30jul2008,898.3,122.07,3
31jul2008,917.1,123.61,4
01aug2008,914.4,123.98,5
02aug2008,914.4,123.98,6
03aug2008,914.4,123.98,0
04aug2008,906.2,121.63,1
05aug2008,880.4,116.88,2
06aug2008,878.4,114.62,3
07aug2008,872.85,117,4
08aug2008,852.4,113.73,5
09aug2008,852.4,113.73,6
10aug2008,852.4,113.73,0
11aug2008,853.6,112.07,1
12aug2008,815,110.78,2
13aug2008,823.55,111.94,3
14aug2008,816.6,112.38,4
15aug2008,786.5,109.06,5
16aug2008,786.5,109.06,6
17aug2008,786.5,109.06,0
18aug2008,792.15,109.16,1
19aug2008,799.4,109.73,2
20aug2008,802.15,109.63,3
21aug2008,835.4,117.91,4
22aug2008,825.05,114.68,5
23aug2008,825.05,114.68,6
24aug2008,825.05,114.68,0
25aug2008,825.05,111.32,1
26aug2008,827.5,112.83,2
27aug2008,828.95,113.65,3
28aug2008,833.35,113.38,4
29aug2008,834.6,113.45,5
30aug2008,834.6,113.45,6
31aug2008,834.6,113.45,0
01sep2008,817.95,107.83,1
02sep2008,797.45,105.51,2
03sep2008,799.6,104.46,3
04sep2008,796.6,103.15,4
05sep2008,811,104,5
06sep2008,811,104,6
07sep2008,811,104,0
08sep2008,811.4,103.36,1
09sep2008,783.75,100.84,2
10sep2008,764.95,97.98999999999999,3
11sep2008,741.2,97.84999999999999,4
12sep2008,754.9,97.84,5
13sep2008,754.9,97.84,6
14sep2008,754.9,97.84,0
15sep2008,776.85,91.7,1
16sep2008,777.4,87.12,2
17sep2008,832.1,87.33,3
18sep2008,872.6,91.73999999999999,4
19sep2008,856.3,94.41,5
20sep2008,856.3,94.41,6
21sep2008,856.3,94.41,0
22sep2008,894.7,101.31,1
23sep2008,901.15,102.02,2
24sep2008,889,102.49,3
25sep2008,872.5,100.62,4
26sep2008,889.2,101.07,5
27sep2008,889.2,101.07,6
28sep2008,889.2,101.07,0
29sep2008,898.3,96.14,1
30sep2008,877.6,93.84,2
01oct2008,878.1,92.53,3
02oct2008,840.5,89.58,4
03oct2008,840.5,89.16,5
04oct2008,840.5,89.16,6
05oct2008,840.5,89.16,0
06oct2008,863.4,84.3,1
07oct2008,877.4,82.3,2
08oct2008,908,81.45999999999999,3
09oct2008,892.35,82.33,4
10oct2008,890.6,75.40000000000001,5
11oct2008,890.6,75.40000000000001,6
12oct2008,890.6,75.40000000000001,0
13oct2008,829.2,75.48,1
14oct2008,838.4,76,2
15oct2008,846.66,70.36,3
16oct2008,796.6,65.11,4
17oct2008,780.05,66.33,5
18oct2008,780.05,66.33,6
19oct2008,780.05,66.33,0
20oct2008,786.05,67.66,1
21oct2008,773.55,66.66,2
22oct2008,748.05,63.61,3
23oct2008,720.65,65.12,4
24oct2008,710.8,60.62,5
25oct2008,710.8,60.62,6
26oct2008,710.8,60.62,0
27oct2008,734.4,59.44,1
28oct2008,738.15,58.84,2
29oct2008,756.35,63.49,3
30oct2008,739.55,59.88,4
31oct2008,728.55,59.5,5
01nov2008,728.55,59.5,6
02nov2008,728.55,59.5,0
03nov2008,727.75,59.79,1
04nov2008,761,62.16,2
05nov2008,750.8,59.88,3
06nov2008,742.85,54.58,4
07nov2008,742.85,57.42,5
08nov2008,742.85,57.42,6
09nov2008,742.85,57.42,0
10nov2008,750.7,57.41,1
11nov2008,729.5,55.06,2
12nov2008,718.1,52.92,3
13nov2008,716.7,51.61,4
14nov2008,745.05,51.45,5
15nov2008,745.05,51.45,6
16nov2008,745.05,51.45,0
17nov2008,738.45,51.6,1
18nov2008,738.25,49.87,2
19nov2008,748.25,49.1,3
20nov2008,749.3,46.53,4
21nov2008,781.7,45.91,5
22nov2008,781.7,45.91,6
23nov2008,781.7,45.91,0
24nov2008,824.5,50.5,1
25nov2008,810.5,48.59,2
26nov2008,814.1,50.43,3
27nov2008,814.75,50.91,4
28nov2008,812.65,48.55,5
29nov2008,812.65,48.55,6
30nov2008,812.65,48.55,0
01dec2008,773.65,46.15,1
02dec2008,779.3,43.99,2
03dec2008,780.2,42.89,3
04dec2008,772.75,42.09,4
05dec2008,748.1,39.21,5
06dec2008,748.1,39.21,6
07dec2008,748.1,39.21,0
08dec2008,773.5,41.97,1
09dec2008,768.8,41.69,2
10dec2008,805.4,41.06,3
11dec2008,825.5,45.31,4
12dec2008,823.9,44.09,5
13dec2008,823.9,44.09,6
14dec2008,823.9,44.09,0
15dec2008,837.7,46.91,1
16dec2008,836.65,43.82,2
17dec2008,875.6,43.06,3
18dec2008,849.7,41.41,4
19dec2008,838.65,40.72,5
20dec2008,838.65,40.72,6
21dec2008,838.65,40.72,0
22dec2008,846.8,39.29,1
23dec2008,840.2,36.51,2
24dec2008,838.25,34.58,3
25dec2008,838.25,34.58,4
26dec2008,838.25,34.58,5
27dec2008,838.25,34.58,6
28dec2008,838.25,34.58,0
29dec2008,880.05,35.38,1
30dec2008,871.45,36.24,2
31dec2008,862.2,36.24,3
01jan2009,862.2,36.24,4
02jan2009,877.35,38.8,5
03jan2009,877.35,38.8,6
04jan2009,877.35,38.8,0
05jan2009,850.05,44.41,1
06jan2009,845.5,47.31,2
07jan2009,846.75,44.86,3
08jan2009,857.8,44.23,4
09jan2009,855.35,43.41,5
10jan2009,855.35,43.41,6
11jan2009,855.35,43.41,0
12jan2009,825.2,42.25,1
13jan2009,822.85,44.69,2
14jan2009,812.05,43.86,3
15jan2009,810.2,44.26,4
16jan2009,834.5,45.54,5
17jan2009,834.5,45.54,6
18jan2009,834.5,45.54,0
19jan2009,835.05,42.32,1
20jan2009,862.1,43.32,2
21jan2009,849.6,42.03,3
22jan2009,857.25,42.03,4
23jan2009,887,42.25,5
24jan2009,887,42.25,6
25jan2009,887,42.25,0
26jan2009,905.1,47.1,1
27jan2009,900.05,42.14,2
28jan2009,888.65,42.16,3
29jan2009,898.25,42.79,4
30jan2009,922.05,43.84,5
31jan2009,922.05,43.84,6
01feb2009,922.05,43.84,0
02feb2009,915.55,42.72,1
03feb2009,906.8,42.2,2
04feb2009,905.65,42.43,3
05feb2009,917.45,44.45,4
06feb2009,912.7,44.99,5
07feb2009,912.7,44.99,6
08feb2009,912.7,44.99,0
09feb2009,897.7,47.56,1
10feb2009,912.7,46.34,2
11feb2009,942.3,44.98,3
12feb2009,944.1,44.39,4
13feb2009,936.95,44.21,5
14feb2009,936.95,44.21,6
15feb2009,936.95,44.21,0
16feb2009,942.9,42.79,1
17feb2009,969.8,40.53,2
18feb2009,972.4,39.05,3
19feb2009,981.1,39.98,4
20feb2009,995.2,39.73,5
21feb2009,995.2,39.73,6
22feb2009,995.2,39.73,0
23feb2009,988.9,41.08,1
24feb2009,974.25,40.03,2
25feb2009,973.9,41.95,3
26feb2009,937.7,44.79,4
27feb2009,952,44.01,5
28feb2009,952,44.01,6
01mar2009,952,44.01,0
02mar2009,932.7,42.13,1
03mar2009,909.4,41.93,2
04mar2009,913.2,45.62,3
05mar2009,913.15,43.68,4
06mar2009,942.6,43.49,5
07mar2009,942.6,43.49,6
08mar2009,942.6,43.49,0
09mar2009,918.6,44.91,1
10mar2009,894.2,45.29,2
11mar2009,908.6,43.59,3
12mar2009,925.2,42.71,4
13mar2009,932.2,45.49,5
14mar2009,932.2,45.49,6
15mar2009,932.2,45.49,0
16mar2009,921.85,44.53,1
17mar2009,917.95,46.15,2
18mar2009,891.45,45.75,3
19mar2009,954.8,48.44,4
20mar2009,953.7,49.67,5
21mar2009,953.7,49.67,6
22mar2009,953.7,49.67,0
23mar2009,949.8,52,1
24mar2009,923.5,51.38,2
25mar2009,929.5,51.09,3
26mar2009,940.8,51.51,4
27mar2009,924.05,50.33,5
28mar2009,924.05,50.33,6
29mar2009,924.05,50.33,0
30mar2009,926.8,48.63,1
31mar2009,916.1,46.5,2
01apr2009,923.2,46.27,3
02apr2009,896,50.82,4
03apr2009,899.2,50.47,5
04apr2009,899.2,50.47,6
05apr2009,899.2,50.47,0
06apr2009,870.35,50.7,1
07apr2009,880.9,51.66,2
08apr2009,886.2,52.66,3
09apr2009,879.2,52.96,4
10apr2009,879.2,52.96,5
11apr2009,879.2,52.96,6
12apr2009,879.2,52.96,0
13apr2009,879.2,51.29,1
14apr2009,888.65,52.53,2
15apr2009,890.95,51.52,3
16apr2009,889.4,52.23,4
17apr2009,868.1,52.35,5
18apr2009,868.1,52.35,6
19apr2009,868.1,52.35,0
20apr2009,884,49.2,1
21apr2009,882.15,48.79,2
22apr2009,885.95,48.61,3
23apr2009,906.5,48.71,4
24apr2009,910.1,50.69,5
25apr2009,910.1,50.69,6
26apr2009,910.1,50.69,0
27apr2009,909.25,48.96,1
28apr2009,890.1,48.34,2
29apr2009,898,49.83,3
30apr2009,884,49.87,4
01may2009,884.4,51.29,5
02may2009,884.4,51.29,6
03may2009,884.4,51.29,0
04may2009,884.4,52.69,1
05may2009,904.3,52.82,2
06may2009,908,54.12,3
07may2009,913.8,55.73,4
08may2009,911.1,56.88,5
09may2009,911.1,56.88,6
10may2009,911.1,56.88,0
11may2009,913,56.87,1
12may2009,920,57.44,2
13may2009,929.5,57.97,3
14may2009,926.6,56.47,4
15may2009,931.5,56.6,5
16may2009,931.5,56.6,6
17may2009,931.5,56.6,0
18may2009,931.6,56.72,1
19may2009,926.2,57.34,2
20may2009,938.5,59.33,3
21may2009,943.8,58.36,4
22may2009,957,59.04,5
23may2009,957,59.04,6
24may2009,957,59.04,0
25may2009,957,59.04,1
26may2009,958.8,59.52,2
27may2009,952.25,61.07,3
28may2009,949.1,63.36,4
29may2009,959.8,64.87,5
30may2009,959.8,64.87,6
31may2009,959.8,64.87,0
01jun2009,978.7,66.51000000000001,1
02jun2009,982,67.45999999999999,2
03jun2009,976.25,65.8,3
04jun2009,977,67.63,4
05jun2009,980.1,67.59999999999999,5
06jun2009,980.1,67.59999999999999,6
07jun2009,980.1,67.59999999999999,0
08jun2009,956.3,68.04000000000001,1
09jun2009,951.05,69.05,2
10jun2009,954.75,70.59999999999999,3
11jun2009,954.65,71.76000000000001,4
12jun2009,942.5,70.92,5
13jun2009,942.5,70.92,6
14jun2009,942.5,70.92,0
15jun2009,938.9,68.83,1
16jun2009,928.35,70.88,2
17jun2009,936.5,69.04000000000001,3
18jun2009,939.4,70.04000000000001,4
19jun2009,933.25,70.38,5
20jun2009,933.25,70.38,6
21jun2009,933.25,70.38,0
22jun2009,934.3,65.92,1
23jun2009,922.5,66.16,2
24jun2009,926.15,68.14,3
25jun2009,937.5,68.43000000000001,4
26jun2009,939.15,67.98,5
27jun2009,939.15,67.98,6
28jun2009,939.15,67.98,0
29jun2009,939.05,69.59999999999999,1
30jun2009,938.05,67.98999999999999,2
01jul2009,926.75,68.37,3
02jul2009,940.75,65.8,4
03jul2009,932,64.98999999999999,5
04jul2009,932,64.98999999999999,6
05jul2009,932,64.98999999999999,0
06jul2009,932.8,63.14,1
07jul2009,925,62.11,2
08jul2009,924.3,60.97,3
09jul2009,914.75,60.15,4
10jul2009,912.45,59.48,5
11jul2009,912.45,59.48,6
12jul2009,912.45,59.48,0
13jul2009,913.15,59.51,1
14jul2009,921,61.28,2
15jul2009,940.5,62.24,3
16jul2009,935.5,62.64,4
17jul2009,938.25,63.96,5
