Date,Open,High,Low,Close,Volume,Adj Close
2011-01-17,7072.75,7087.43,7055.83,7078.06,24861600,7078.06
2011-01-14,7055.42,7083.02,7015.35,7075.70,42432900,7075.70
2011-01-13,7075.54,7084.07,7036.09,7075.11,44048700,7075.11
2011-01-12,6958.84,7070.40,6958.50,7068.78,38486700,7068.78
2011-01-11,6879.39,6951.19,6860.52,6941.57,36660200,6941.57
2011-01-10,6920.36,6941.39,6835.74,6857.06,28413200,6857.06
2011-01-07,6991.55,7010.89,6939.88,6947.84,29836200,6947.84
2011-01-06,6949.48,7047.59,6949.07,6981.39,30272800,6981.39
2011-01-05,6966.08,6967.24,6842.90,6939.82,42598700,6939.82
2011-01-04,6979.68,7025.86,6952.02,6975.35,28821900,6975.35
2011-01-03,6973.39,7026.62,6969.83,6989.74,20366700,6989.74
2010-12-31,6914.19,6914.19,6914.19,6914.19,000,6914.19
2010-12-30,6996.56,7008.12,6897.22,6914.19,14052700,6914.19
2010-12-29,6989.54,7008.31,6981.79,6995.47,12671600,6995.47
2010-12-28,6984.85,6990.81,6957.65,6972.10,11623400,6972.10
2010-12-27,7055.32,7056.34,6943.05,6970.73,15536800,6970.73
2010-12-23,7083.08,7083.08,7042.58,7057.69,14089000,7057.69
2010-12-22,7079.22,7084.10,7067.71,7067.92,18508800,7067.92
2010-12-21,7045.25,7087.84,7042.98,7077.99,22804500,7077.99
2010-12-20,7000.38,7068.56,6992.67,7018.60,25113400,7018.60
2010-12-17,7042.83,7043.15,6980.18,6982.45,76014900,6982.45
2010-12-16,7012.99,7033.03,6991.69,7024.40,25254100,7024.40
2010-12-15,7007.49,7029.74,6964.13,7016.37,31593300,7016.37
2010-12-14,7024.79,7032.65,7011.14,7027.40,23583600,7027.40
2010-12-13,7027.58,7044.87,7017.60,7029.39,23170800,7029.39
2010-12-10,6987.69,7018.11,6973.32,7006.17,29143200,7006.17
2010-12-09,7017.99,7021.31,6947.90,6964.16,45373100,6964.16
2010-12-08,6976.19,7013.53,6956.67,6975.87,31056900,6975.87
2010-12-07,6987.88,7042.67,6962.10,7001.91,33585700,7001.91
2010-12-06,6970.24,6971.95,6926.57,6954.38,26083600,6954.38
2010-12-03,6947.31,6977.91,6914.50,6947.72,33961600,6947.72
2010-12-02,6895.77,6958.69,6840.65,6957.61,42149200,6957.61
2010-12-01,6748.36,6868.81,6736.69,6866.63,39402600,6866.63
2010-11-30,6732.59,6763.52,6655.94,6688.49,40637400,6688.49
2010-11-29,6867.77,6907.61,6697.97,6697.97,38812100,6697.97
2010-11-26,6842.39,6871.71,6778.60,6848.98,31534500,6848.98
2010-11-25,6834.68,6885.81,6823.19,6879.66,26295500,6879.66
2010-11-24,6740.61,6833.70,6701.98,6823.80,37293500,6823.80
2010-11-23,6791.75,6827.83,6705.00,6705.00,35161100,6705.00
2010-11-22,6892.02,6901.93,6805.97,6822.05,29098500,6822.05
2010-11-19,6841.37,6854.09,6794.43,6843.55,42738800,6843.55
2010-11-18,6765.70,6835.54,6754.40,6832.11,29329200,6832.11
2010-11-17,6658.99,6705.19,6653.57,6700.07,24864000,6700.07
2010-11-16,6751.13,6772.01,6663.15,6663.24,33355900,6663.24
2010-11-15,6705.13,6812.96,6679.69,6790.17,34458600,6790.17
2010-11-12,6650.92,6758.59,6617.97,6734.61,37468500,6734.61
2010-11-11,6747.80,6750.39,6700.47,6723.41,34122100,6723.41
2010-11-10,6759.59,6783.69,6684.22,6719.84,41237200,6719.84
2010-11-09,6742.05,6810.86,6736.63,6787.81,32465800,6787.81
2010-11-08,6746.44,6759.41,6728.35,6750.50,25373400,6750.50
2010-11-05,6743.56,6775.17,6712.47,6754.20,35627200,6754.20
2010-11-04,6677.78,6757.29,6676.42,6734.69,39901300,6734.69
2010-11-03,6666.07,6682.91,6604.75,6617.80,27328100,6617.80
2010-11-02,6600.41,6668.93,6597.46,6654.31,24046400,6654.31
2010-11-01,6637.09,6670.90,6586.01,6604.86,25403100,6604.86
2010-10-29,6585.97,6630.98,6569.25,6601.37,33007700,6601.37
2010-10-28,6600.28,6644.61,6576.02,6595.28,34311700,6595.28
2010-10-27,6591.24,6629.13,6553.25,6568.00,37387200,6568.00
2010-10-26,6634.24,6645.70,6580.28,6613.80,31144200,6613.80
2010-10-25,6645.45,6668.54,6625.83,6639.21,23578000,6639.21
2010-10-22,6594.90,6623.94,6586.40,6605.84,24196400,6605.84
2010-10-21,6514.99,6621.84,6504.66,6611.01,30509500,6611.01
2010-10-20,6470.30,6527.85,6461.48,6524.55,26325000,6524.55
2010-10-19,6508.36,6544.79,6472.18,6490.69,29970200,6490.69
2010-10-18,6465.83,6533.83,6462.59,6516.63,25772600,6516.63
2010-10-15,6478.00,6512.78,6438.78,6492.30,48250000,6492.30
2010-10-14,6446.32,6485.71,6445.32,6455.27,31846200,6455.27
2010-10-13,6339.76,6456.27,6335.22,6434.52,39405000,6434.52
2010-10-12,6257.03,6316.77,6228.39,6304.57,29308300,6304.57
2010-10-11,6308.43,6325.31,6289.36,6309.51,20361900,6309.51
2010-10-08,6269.48,6295.09,6239.43,6291.67,30996700,6291.67
2010-10-07,6278.61,6321.79,6233.14,6276.25,30503800,6276.25
2010-10-06,6248.81,6289.56,6242.52,6270.73,35882100,6270.73
2010-10-05,6132.12,6233.45,6115.87,6215.83,33121300,6215.83
2010-10-04,6205.00,6210.25,6128.54,6134.21,28583000,6134.21
2010-10-01,6244.06,6293.09,6187.22,6211.34,40205100,6211.34
2010-09-30,6214.02,6339.36,6204.69,6229.02,38524700,6229.02
2010-09-29,6296.28,6326.34,6223.14,6246.92,34768700,6246.92
2010-09-28,6258.20,6311.92,6197.96,6276.09,34090000,6276.09
2010-09-27,6307.87,6324.09,6272.17,6278.89,28926800,6278.89
2010-09-24,6173.89,6310.28,6146.42,6298.30,36674600,6298.30
2010-09-23,6252.31,6263.74,6129.44,6184.71,32363100,6184.71
2010-09-22,6286.33,6297.40,6192.43,6208.33,38750300,6208.33
2010-09-21,6281.07,6339.97,6275.98,6275.98,36518100,6275.98
2010-09-20,6231.28,6301.63,6219.85,6294.58,28489200,6294.58
2010-09-17,6297.93,6321.20,6185.74,6209.76,83782200,6209.76
2010-09-16,6255.14,6281.10,6233.97,6249.65,29403500,6249.65
2010-09-15,6282.52,6288.20,6227.20,6261.87,27933900,6261.87
2010-09-14,6261.78,6287.78,6231.38,6275.41,31979400,6275.41
2010-09-13,6258.51,6290.87,6231.52,6261.68,28716900,6261.68
2010-09-10,6186.22,6224.65,6182.56,6214.77,29874500,6214.77
2010-09-09,6141.84,6233.07,6133.99,6221.52,28191500,6221.52
2010-09-08,6099.33,6180.38,6062.65,6164.44,27335100,6164.44
2010-09-07,6136.92,6138.93,6083.20,6117.89,20940300,6117.89
2010-09-06,6156.29,6164.93,6140.98,6155.04,17930500,6155.04
2010-09-03,6091.66,6178.01,6088.26,6134.62,28219900,6134.62
2010-09-02,6071.56,6104.09,6052.55,6083.85,27498300,6083.85
2010-09-01,5936.94,6087.94,5876.43,6083.90,34019300,6083.90
2010-08-31,5846.03,5925.81,5833.51,5925.22,28331400,5925.22
2010-08-30,5973.48,5978.19,5889.84,5912.41,13770700,5912.41
2010-08-27,5899.99,5957.32,5845.49,5951.17,26027900,5951.17
2010-08-26,5937.27,5948.91,5896.52,5912.58,23078700,5912.58
2010-08-25,5925.48,5954.96,5837.90,5899.50,29686600,5899.50
2010-08-24,5962.87,5975.83,5869.30,5935.44,26305300,5935.44
2010-08-23,6017.19,6055.23,5995.37,6010.91,19657100,6010.91
2010-08-20,6079.91,6097.35,5999.63,6005.16,33860400,6005.16
2010-08-19,6216.33,6229.46,6070.83,6075.13,30652900,6075.13
2010-08-18,6183.12,6216.55,6155.51,6186.31,22856200,6186.31
2010-08-17,6125.32,6215.35,6123.79,6206.40,26084800,6206.40
2010-08-16,6132.78,6156.57,6062.29,6110.57,20988900,6110.57
2010-08-13,6163.11,6168.71,6068.82,6110.41,27177100,6110.41
2010-08-12,6141.90,6173.42,6097.72,6135.17,30582400,6135.17
2010-08-11,6234.60,6236.57,6143.58,6154.07,30207000,6154.07
2010-08-10,6315.87,6333.25,6247.62,6286.25,24146100,6286.25
2010-08-09,6326.62,6356.41,6318.12,6351.60,21595500,6351.60
2010-08-06,6361.09,6386.97,6244.69,6259.63,36121700,6259.63
2010-08-05,6332.82,6382.56,6321.38,6333.58,33586300,6333.58
2010-08-04,6287.65,6361.67,6264.28,6331.33,29295200,6331.33
2010-08-03,6279.95,6310.32,6265.61,6307.91,28444300,6307.91
2010-08-02,6187.64,6304.26,6182.68,6292.13,30825200,6292.13
2010-07-30,6123.41,6184.54,6059.19,6147.97,30874800,6147.97
2010-07-29,6202.78,6243.42,6124.45,6134.70,32422600,6134.70
2010-07-28,6238.71,6249.16,6147.57,6178.94,28763900,6178.94
2010-07-27,6211.10,6253.64,6189.96,6207.31,40151400,6207.31
2010-07-26,6201.02,6201.14,6131.91,6194.21,19436700,6194.21
2010-07-23,6125.26,6190.24,6112.50,6166.34,25071000,6166.34
2010-07-22,5971.09,6148.13,5961.86,6142.15,30219900,6142.15
2010-07-21,6011.72,6060.49,5976.92,5990.38,22813700,5990.38
2010-07-20,6039.16,6052.51,5906.04,5967.49,25462800,5967.49
2010-07-19,6034.87,6083.12,5993.55,6009.11,22770200,6009.11
2010-07-16,6165.51,6205.44,6018.64,6040.27,45476800,6040.27
2010-07-15,6187.78,6248.07,6127.36,6149.36,29997400,6149.36
2010-07-14,6215.23,6226.54,6161.13,6209.76,26012000,6209.76
2010-07-13,6078.34,6200.82,6076.14,6191.13,31375300,6191.13
2010-07-12,6079.95,6119.70,6061.84,6077.19,18200900,6077.19
2010-07-09,6070.47,6078.56,6039.31,6065.24,21628200,6065.24
2010-07-08,6025.86,6057.52,6006.68,6035.66,30229900,6035.66
2010-07-07,5896.18,5997.82,5848.66,5992.86,31101600,5992.86
2010-07-06,5847.47,5995.64,5842.07,5940.98,28958800,5940.98
2010-07-05,5853.75,5861.05,5809.37,5816.20,15694000,5816.20
2010-07-02,5885.22,5941.22,5833.12,5834.15,27871200,5834.15
2010-07-01,5885.61,5953.84,5827.25,5857.43,37447100,5857.43
2010-06-30,5972.26,6001.03,5938.20,5965.52,29491100,5965.52
2010-06-29,6061.68,6068.82,5935.35,5952.03,33993600,5952.03
2010-06-28,6097.37,6168.99,6059.83,6157.22,22344600,6157.22
2010-06-25,6116.23,6149.87,6039.56,6070.60,28816200,6070.60
2010-06-24,6232.38,6235.48,6097.01,6115.48,30445200,6115.48
2010-06-23,6219.20,6271.85,6178.84,6204.52,26377700,6204.52
2010-06-22,6254.86,6295.58,6216.39,6269.04,25040800,6269.04
2010-06-21,6320.41,6330.81,6263.41,6292.97,26997700,6292.97
2010-06-18,6223.88,6256.55,6189.71,6216.98,106356600,6216.98
2010-06-17,6181.77,6241.36,6164.99,6223.54,31423100,6223.54
2010-06-16,6203.01,6207.30,6143.18,6190.91,32408100,6190.91
2010-06-15,6089.32,6194.25,6089.32,6175.05,29784300,6175.05
2010-06-14,6113.46,6137.25,6093.38,6125.00,28207400,6125.00
2010-06-11,6082.90,6084.70,5983.27,6047.83,35919300,6047.83
2010-06-10,5959.11,6089.43,5925.06,6056.59,36840800,6056.59
2010-06-09,5895.94,5993.93,5832.97,5984.75,33300400,5984.75
2010-06-08,5916.86,5922.95,5798.76,5868.55,47791900,5868.55
2010-06-07,5876.48,5954.47,5851.93,5904.95,32367400,5904.95
2010-06-04,6081.47,6114.58,5912.90,5938.88,36808500,5938.88
2010-06-03,6075.68,6101.83,6046.38,6054.63,27857500,6054.63
2010-06-02,5923.48,5992.21,5869.35,5981.20,27324700,5981.20
2010-06-01,5943.94,6012.04,5833.61,5981.27,32624200,5981.27
2010-05-31,5933.58,5993.94,5931.20,5964.33,12898800,5964.33
2010-05-28,5962.84,5980.78,5927.31,5946.18,30768600,5946.18
2010-05-27,5802.64,5952.21,5802.36,5937.14,56115700,5937.14
2010-05-26,5735.46,5828.37,5721.02,5758.02,46121000,5758.02
2010-05-25,5659.59,5690.25,5607.68,5670.04,48243900,5670.04
2010-05-24,5858.45,5872.07,5733.57,5805.68,24457800,5805.68
2010-05-21,5835.22,5872.65,5689.18,5829.25,122848200,5829.25
2010-05-20,6023.11,6043.84,5780.73,5867.88,57232900,5867.88
2010-05-19,6091.85,6124.81,5972.17,5988.67,51424000,5988.67
2010-05-18,6144.08,6181.26,6113.87,6155.93,34243400,6155.93
2010-05-17,6029.91,6151.54,6026.32,6066.92,40514200,6066.92
2010-05-14,6226.49,6233.71,6014.78,6056.71,50055800,6056.71
2010-05-13,6240.67,6276.80,6196.89,6251.97,34774900,6251.97
2010-05-12,6026.06,6217.24,6006.31,6183.49,53109300,6183.49
2010-05-11,5922.03,6042.11,5918.14,6037.71,46839700,6037.71
2010-05-10,5814.41,6017.91,5805.98,6017.91,81524900,6017.91
2010-05-07,5790.67,5905.35,5655.18,5715.09,89479600,5715.09
2010-05-06,5919.94,6009.48,5884.39,5908.26,79638100,5908.26
2010-05-05,6021.06,6031.09,5929.35,5958.45,73549600,5958.45
2010-05-04,6176.24,6197.00,5995.43,6006.86,62448200,6006.86
2010-05-03,6122.76,6190.07,6089.93,6166.92,30275500,6166.92
2010-04-30,6155.57,6205.72,6085.62,6135.70,68821500,6135.70
2010-04-29,6110.56,6159.41,6073.37,6144.91,64846600,6144.91
2010-04-28,6141.01,6159.02,6024.01,6084.34,77665900,6084.34
2010-04-27,6332.40,6333.00,6159.51,6159.51,56206000,6159.51
2010-04-26,6317.13,6341.52,6299.58,6332.10,35338000,6332.10
2010-04-23,6192.62,6287.54,6170.39,6259.53,42665300,6259.53
2010-04-22,6229.23,6286.36,6141.07,6168.72,61398300,6168.72
2010-04-21,6280.54,6281.38,6229.18,6230.38,46312400,6230.38
2010-04-20,6193.50,6267.54,6172.57,6264.23,42345100,6264.23
2010-04-19,6158.60,6190.86,6140.38,6162.44,38311800,6162.44
2010-04-16,6264.65,6305.40,6162.84,6180.90,80519400,6180.90
2010-04-15,6286.63,6310.76,6249.74,6291.45,31402600,6291.45
2010-04-14,6269.48,6305.15,6249.92,6278.40,33812600,6278.40
2010-04-13,6236.28,6251.46,6199.71,6230.83,28970000,6230.83
2010-04-12,6283.81,6285.03,6223.78,6250.69,24311600,6250.69
2010-04-09,6226.26,6254.49,6216.60,6249.70,30543800,6249.70
2010-04-08,6199.94,6207.14,6138.02,6171.83,30684300,6171.83
2010-04-07,6248.37,6256.40,6208.52,6222.41,28689600,6222.41
2010-04-06,6250.01,6265.32,6214.18,6252.21,29445700,6252.21
2010-04-05,6235.56,6235.56,6235.56,6235.56,000,6235.56
2010-04-01,6189.38,6238.57,6186.59,6235.56,29546500,6235.56
2010-03-31,6139.40,6162.18,6108.23,6153.55,34364600,6153.55
2010-03-30,6187.64,6203.50,6135.51,6142.45,31262900,6142.45
2010-03-29,6150.17,6172.85,6128.21,6156.85,25749600,6156.85
2010-03-26,6125.87,6135.95,6105.67,6120.05,34200900,6120.05
2010-03-25,6043.84,6139.50,6038.05,6132.95,36091500,6132.95
2010-03-24,6038.00,6044.64,5964.76,6039.00,33523800,6039.00
2010-03-23,5987.09,6030.94,5981.35,6017.27,29921800,6017.27
2010-03-22,5960.85,5987.50,5910.85,5987.50,28205900,5987.50
2010-03-19,6031.73,6041.95,5956.65,5982.43,90135600,5982.43
2010-03-18,6005.29,6039.39,5995.68,6012.31,29637800,6012.31
2010-03-17,5999.31,6035.95,5991.21,6024.28,33973300,6024.28
2010-03-16,5935.19,5991.11,5930.34,5970.99,26636800,5970.99
2010-03-15,5933.63,5953.19,5898.22,5903.56,22773300,5903.56
2010-03-12,5944.57,5989.88,5934.15,5945.11,32115200,5945.11
2010-03-11,5913.17,5954.55,5906.84,5928.63,26188100,5928.63
2010-03-10,5882.76,5951.93,5874.75,5936.72,27233400,5936.72
2010-03-09,5872.57,5900.16,5838.17,5885.89,24946200,5885.89
2010-03-08,5891.74,5894.19,5865.44,5875.91,25009000,5875.91
2010-03-05,5816.19,5880.25,5808.36,5877.36,31100200,5877.36
2010-03-04,5773.86,5823.11,5767.65,5795.32,27443200,5795.32
2010-03-03,5759.22,5828.80,5750.30,5817.88,29965900,5817.88
2010-03-02,5728.28,5780.14,5709.74,5776.56,28856200,5776.56
2010-03-01,5652.85,5717.72,5641.18,5713.51,28803000,5713.51
2010-02-26,5588.99,5605.10,5530.19,5598.46,32942100,5598.46
2010-02-25,5562.70,5655.75,5518.27,5532.33,38160100,5532.33
2010-02-24,5622.31,5639.71,5572.25,5615.51,30482300,5615.51
2010-02-23,5715.63,5732.14,5584.47,5604.07,33399600,5604.07
2010-02-22,5741.00,5743.89,5683.61,5688.44,23709800,5688.44
2010-02-19,5627.26,5729.58,5626.57,5722.05,37978900,5722.05
2010-02-18,5645.63,5691.60,5626.08,5680.41,34666100,5680.41
2010-02-17,5640.17,5682.36,5634.98,5648.34,32105200,5648.34
2010-02-16,5573.07,5592.12,5498.07,5592.12,27671800,5592.12
2010-02-15,5525.74,5547.14,5502.49,5511.10,14732800,5511.10
2010-02-12,5550.45,5565.43,5460.05,5500.39,30096300,5500.39
2010-02-11,5562.83,5580.77,5454.07,5503.93,32636900,5503.93
2010-02-10,5533.71,5592.27,5505.37,5536.37,33831200,5536.37
2010-02-09,5485.31,5537.97,5461.51,5498.26,34406000,5498.26
2010-02-08,5476.47,5505.06,5434.40,5484.85,34475500,5484.85
2010-02-05,5515.69,5527.00,5433.02,5434.34,56173500,5434.34
2010-02-04,5671.17,5696.94,5522.57,5533.24,43787300,5533.24
2010-02-03,5715.16,5733.71,5656.90,5672.09,35285100,5672.09
2010-02-02,5664.25,5723.20,5624.61,5709.66,31530300,5709.66
2010-02-01,5587.50,5674.21,5567.72,5654.48,30622000,5654.48
2010-01-29,5566.03,5657.87,5556.19,5608.79,41892900,5608.79
2010-01-28,5687.10,5718.81,5540.33,5540.33,44525700,5540.33
2010-01-27,5643.52,5673.73,5589.01,5643.20,38209400,5643.20
2010-01-26,5593.94,5675.96,5574.46,5668.93,42243000,5668.93
2010-01-25,5662.85,5693.86,5624.58,5631.37,33562000,5631.37
2010-01-22,5735.68,5740.87,5639.49,5695.32,47739600,5695.32
2010-01-21,5878.24,5908.85,5742.45,5746.97,39063300,5746.97
2010-01-20,5963.71,5972.77,5832.09,5851.53,32339400,5851.53
2010-01-19,5905.33,5988.80,5849.67,5976.48,29504500,5976.48
2010-01-18,5897.63,5922.93,5877.65,5918.55,20918000,5918.55
2010-01-15,5996.56,6025.36,5866.84,5875.97,46886700,5875.97
2010-01-14,5999.08,6009.91,5951.69,5988.88,33479000,5988.88
2010-01-13,5937.17,5974.44,5925.24,5963.14,30161300,5963.14
2010-01-12,6039.39,6055.56,5924.72,5943.00,35242500,5943.00
2010-01-11,6057.93,6094.26,6031.14,6040.50,27162500,6040.50
2010-01-08,6028.62,6053.04,5972.24,6037.61,31735200,6037.61
2010-01-07,6016.80,6037.57,5961.25,6019.36,30059600,6019.36
2010-01-06,6032.39,6047.57,5997.09,6034.33,24605300,6034.33
2010-01-05,6043.94,6058.02,6015.67,6031.86,27329600,6031.86
2010-01-04,5975.52,6048.30,5974.43,6048.30,24260800,6048.30
2009-12-30,6002.29,6008.75,5949.45,5957.43,9467800,5957.43
2009-12-29,6010.92,6026.69,6001.22,6011.55,13021500,6011.55
2009-12-28,5977.99,6011.28,5977.99,6002.92,11077100,6002.92
2009-12-23,5966.11,5988.28,5935.14,5957.44,15732300,5957.44
2009-12-22,5939.20,5981.98,5929.67,5945.69,20790700,5945.69
2009-12-21,5841.81,5936.27,5841.69,5930.53,24620500,5930.53
2009-12-18,5846.97,5900.62,5829.64,5831.21,74691800,5831.21
2009-12-17,5884.16,5891.37,5833.90,5844.44,29334400,5844.44
2009-12-16,5812.88,5903.43,5812.19,5903.43,34178500,5903.43
2009-12-15,5815.83,5828.24,5752.21,5811.34,24764000,5811.34
2009-12-14,5803.20,5827.25,5778.83,5802.26,23530900,5802.26
2009-12-11,5714.43,5793.07,5714.43,5756.29,27790100,5756.29
2009-12-10,5646.65,5741.80,5636.96,5709.02,22981500,5709.02
2009-12-09,5673.20,5712.19,5605.43,5647.84,26700900,5647.84
2009-12-08,5764.30,5809.80,5659.40,5688.58,29652400,5688.58
2009-12-07,5812.11,5812.69,5743.17,5784.75,22623200,5784.75
2009-12-04,5752.86,5859.34,5724.27,5817.65,31793400,5817.65
2009-12-03,5805.14,5852.87,5754.98,5770.35,32752200,5770.35
2009-12-02,5771.50,5813.23,5752.26,5781.68,30434200,5781.68
2009-12-01,5653.88,5776.61,5653.08,5776.61,31732000,5776.61
2009-11-30,5691.84,5718.34,5607.82,5625.95,32196800,5625.95
2009-11-27,5580.52,5718.53,5519.48,5685.61,32389800,5685.61
2009-11-26,5785.09,5785.12,5596.98,5614.17,33803100,5614.17
2009-11-25,5794.66,5825.69,5753.86,5803.02,25126300,5803.02
2009-11-24,5762.57,5814.18,5745.57,5769.31,25722300,5769.31
2009-11-23,5689.38,5823.18,5689.38,5801.48,23212100,5801.48
2009-11-20,5724.93,5744.53,5638.33,5663.15,37529200,5663.15
2009-11-19,5783.91,5791.83,5688.64,5702.18,25255700,5702.18
2009-11-18,5793.39,5843.27,5770.66,5787.61,28561500,5787.61
2009-11-17,5788.46,5802.32,5760.53,5778.43,24417600,5778.43
2009-11-16,5717.46,5812.84,5717.46,5804.82,30974400,5804.82
2009-11-13,5661.82,5700.51,5615.68,5686.83,23373200,5686.83
2009-11-12,5657.90,5726.38,5632.77,5663.96,27014900,5663.96
2009-11-11,5633.09,5705.89,5633.09,5668.35,26517200,5668.35
2009-11-10,5627.16,5650.88,5602.55,5613.20,25141700,5613.20
2009-11-09,5514.34,5626.15,5514.34,5619.72,26023700,5619.72
2009-11-06,5464.55,5526.86,5410.54,5488.25,29006400,5488.25
2009-11-05,5404.83,5512.00,5356.13,5480.92,34137800,5480.92
2009-11-04,5378.16,5471.00,5364.92,5444.23,31275400,5444.23
2009-11-03,5412.06,5412.06,5312.64,5353.35,36175300,5353.35
2009-11-02,5410.61,5472.03,5376.63,5430.82,29600000,5430.82
2009-10-30,5593.15,5597.30,5394.80,5414.96,37016100,5414.96
2009-10-29,5491.96,5590.22,5461.55,5587.45,41226200,5587.45
2009-10-28,5639.64,5646.01,5493.59,5496.27,50470000,5496.27
2009-10-27,5652.87,5673.19,5597.63,5635.02,35608800,5635.02
2009-10-26,5764.03,5799.42,5624.10,5642.16,31113500,5642.16
2009-10-23,5787.98,5848.68,5731.69,5740.25,27025500,5740.25
2009-10-22,5805.53,5805.92,5712.82,5762.93,30967600,5762.93
2009-10-21,5827.09,5858.19,5736.85,5833.49,37291500,5833.49
2009-10-20,5856.13,5888.21,5801.44,5811.77,30890800,5811.77
2009-10-19,5761.30,5857.13,5761.30,5852.56,29384000,5852.56
2009-10-16,5845.69,5885.78,5731.05,5743.39,44943400,5743.39
2009-10-15,5853.45,5869.22,5805.90,5830.77,35968200,5830.77
2009-10-14,5756.69,5859.63,5756.65,5854.14,45128000,5854.14
2009-10-13,5777.89,5786.92,5695.16,5714.31,26792600,5714.31
2009-10-12,5727.31,5814.21,5727.31,5783.23,27102500,5783.23
2009-10-09,5701.49,5748.33,5673.69,5711.88,25213600,5711.88
2009-10-08,5679.51,5727.87,5666.79,5716.54,32363200,5716.54
2009-10-07,5650.25,5690.92,5626.38,5640.75,26751200,5640.75
2009-10-06,5518.69,5662.01,5518.69,5657.64,34041100,5657.64
2009-10-05,5477.81,5511.64,5440.23,5508.85,25126700,5508.85
2009-10-02,5532.65,5536.63,5442.32,5467.90,37569300,5467.90
2009-10-01,5681.88,5726.97,5554.25,5554.55,32326700,5554.55
2009-09-30,5728.48,5744.59,5619.48,5675.16,37489600,5675.16
2009-09-29,5736.79,5756.26,5690.19,5713.52,30271200,5713.52
2009-09-28,5595.36,5736.31,5554.53,5736.31,34622600,5736.31
2009-09-25,5615.79,5620.13,5559.47,5581.41,26511700,5581.41
2009-09-24,5684.49,5741.54,5586.23,5605.21,31832400,5605.21
2009-09-23,5705.88,5754.04,5672.08,5702.05,25850700,5702.05
2009-09-22,5686.84,5752.70,5686.84,5709.38,24712900,5709.38
2009-09-21,5698.53,5698.53,5617.80,5668.65,28144700,5668.65
2009-09-18,5711.34,5760.83,5701.04,5703.83,80596500,5703.83
2009-09-17,5722.37,5748.24,5703.22,5731.14,36632800,5731.14
2009-09-16,5640.99,5713.49,5640.94,5700.26,33861400,5700.26
2009-09-15,5637.21,5649.66,5584.53,5628.98,28593800,5628.98
2009-09-14,5599.58,5623.74,5532.30,5620.24,25630700,5620.24
2009-09-11,5601.65,5653.15,5601.65,5624.02,28638300,5624.02
